tray_id,id,germ_day,cross,class,day_4,day_17,height_122,rgr
1_1,1_1,4,B12.10xB12.1,F2,NA,30.2,16,NA
1_2,1_2,3,B12.10xB12.1,F2,1.686,58.6,12.5,0.272951987
1_3,1_3,5,B12.10xB12.1,F2,NA,23.3,10,NA
1_4,1_4,4,B12.10xB12.1,F2,NA,48.2,16,NA
1_5,1_5,4,B12.10xB12.1,F2,NA,19.5,12,NA
1_6,1_6,7,B12.10xB12.1,F2,NA,11.6,16.5,NA
1_7,2_1,3,B12.10xB12.1,F2,3.77,77.5,10.5,0.232554072
1_9,2_2,4,B12.10xB12.1,F2,1.073,19.3,NA,0.22228051
1_10,2_3,6,B12.10xB12.1,F2,NA,15.5,5,NA
1_11,2_4,5,B12.10xB12.1,F2,NA,32,11,NA
1_12,2_5,6,B12.10xB12.1,F2,NA,14.2,10.5,NA
1_13,2_6,5,B12.10xB12.1,F2,NA,8.8,NA,NA
1_14,3_1,7,B12.10xB12.1,F2,NA,4.9,8.5,NA
1_15,3_2,3,B12.10xB12.1,F2,1.723,30.5,13,0.221050748
1_16,3_3,6,B12.10xB12.1,F2,NA,18.3,6,NA
1_17,3_4,6,B12.10xB12.1,F2,NA,10.2,8,NA
1_18,3_5,3,B12.10xB12.1,F2,2.646,34.3,13,0.19708433
1_19,3_6,3,B12.10xB12.1,F2,2.589,40.8,11,0.212108491
1_20,4_1,3,B12.10xB12.1,F2,1.787,46,12,0.249854089
1_22,4_2,7,B12.10xB12.1,F2,NA,4.9,15.5,NA
1_23,4_3,3,B12.10xB12.1,F2,1.785,33.6,15,0.225777512
1_24,4_4,3,B12.10xB12.1,F2,1.427,41.8,9.5,0.259794
1_25,4_5,6,B12.10xB12.1,F2,NA,8,16.5,NA
1_26,4_6,3,B12.10xB12.1,F2,2.878,33.6,10.5,0.189033112
1_27,5_1,3,B12.10xB12.1,F2,3.057,42.7,6,0.202828067
1_28,5_2,6,B12.10xB12.1,F2,NA,15.9,10.5,NA
1_29,5_3,9,B12.10xB12.1,F2,NA,4.6,NA,NA
1_31,5_4,6,B12.10xB12.1,F2,NA,11.9,6,NA
1_32,5_5,6,B12.10xB12.1,F2,NA,13.2,NA,NA
1_33,5_6,3,B12.10xB12.1,F2,2.947,27.4,9.5,0.171519639
1_36,6_1,3,B12.10xB12.1,F2,1.482,29.5,14.5,0.230076749
1_37,6_2,3,B12.10xB12.1,F2,1.389,16.8,16.5,0.191753448
1_39,6_3,7,B12.10xB12.1,F2,NA,6.3,13,NA
1_40,6_4,3,B12.10xB12.1,F2,3.27,51,17,0.211310434
1_41,6_5,7,B12.10xB12.1,F2,NA,11,10.5,NA
1_43,6_6,5,B12.10xB12.1,F2,NA,18,10,NA
1_45,7_1,4,B12.10xB12.1,F2,NA,14.8,11.5,NA
1_48,7_2,3,B12.10xB12.1,F2,1.691,53.5,14,0.265720122
1_49,7_3,7,B12.10xB12.1,F2,NA,10.4,13.5,NA
1_52,7_4,3,B12.10xB12.1,F2,2.199,63.4,NA,0.258573935
1_53,7_5,5,B12.10xB12.1,F2,NA,12.4,NA,NA
1_54,7_6,6,B12.10xB12.1,F2,NA,11.1,NA,NA
1_55,8_1,7,B12.10xB12.1,F2,NA,13.8,9,NA
1_56,8_2,3,B12.10xB12.1,F2,1.771,57.5,14,0.267710815
1_58,8_3,3,B12.10xB12.1,F2,1.892,33.3,12.5,0.220609456
1_60,8_4,7,B12.10xB12.1,F2,NA,9.1,19,NA
1_61,8_5,3,B12.10xB12.1,F2,0.978,17,8,0.219650689
1_62,8_6,7,B12.10xB12.1,F2,NA,8.5,13,NA
1_63,9_1,3,B12.10xB12.1,F2,1.723,47.5,9.5,0.255127904
1_64,9_2,3,B12.10xB12.1,F2,NA,5.2,10.5,NA
1_66,9_3,3,B12.10xB12.1,F2,NA,30.7,13.5,NA
1_68,9_4,6,B12.10xB12.1,F2,NA,15.4,16,NA
1_69,9_5,5,B12.10xB12.1,F2,NA,12.9,14,NA
1_70,9_6,11,B12.10xB12.1,F2,NA,3.4,10,NA
1_72,10_1,5,B12.10xB12.1,F2,NA,23.9,17.5,NA
1_73,10_2,3,B12.10xB12.1,F2,0.838,23.3,9,0.255783888
1_74,10_3,3,B12.10xB12.1,F2,2.499,41.4,9,0.215953095
1_75,10_4,3,B12.10xB12.1,F2,3.749,43.8,16,0.189088052
1_77,10_5,9,B12.10xB12.1,F2,NA,6.8,8.5,NA
1_79,10_6,3,B12.10xB12.1,F2,2.999,38.7,12,0.196735438
1_80,11_1,3,B12.10xB12.1,F2,0.967,39.8,11,0.285955669
2_2,11_2,6,B12.10xB12.1,F2,NA,21.1,8.5,NA
2_3,11_3,3,B12.10xB12.1,F2,2.246,52.3,15,0.242141963
2_5,11_4,5,B12.10xB12.1,F2,NA,16.4,NA,NA
2_7,11_5,3,B12.10xB12.1,F2,2.269,53.9,18.5,0.243676252
2_8,11_6,9,B12.10xB12.1,F2,NA,5.1,15,NA
2_9,12_1,8,B12.10xB12.1,F2,NA,9.9,12.5,NA
2_10,12_2,3,B12.10xB12.1,F2,1.095,26.1,12.5,0.243936996
2_12,12_3,11,B12.10xB12.1,F2,NA,3,11.5,NA
2_13,12_4,3,B12.10xB12.1,F2,2.494,18.4,14,0.153727909
2_14,12_5,3,B12.10xB12.1,F2,1.315,22.3,NA,0.217750001
2_15,12_6,5,B12.10xB12.1,F2,NA,17.2,15,NA
2_16,13_1,11,B12.10xB12.1,F2,NA,2.4,13,NA
2_17,13_2,3,B12.10xB12.1,F2,1.481,11.2,12,0.15563048
2_18,13_3,3,B12.10xB12.1,F2,1.735,13.1,10,0.155508063
2_19,13_4,3,B12.10xB12.1,F2,1.536,13.8,10.5,0.168883612
2_21,13_5,9,B12.10xB12.1,F2,NA,4.3,9.5,NA
2_22,13_6,3,B12.10xB12.1,F2,2.438,15.2,12.5,0.140778261
2_23,14_1,3,B12.10xB12.1,F2,0.65,19.5,9,0.261630568
2_24,14_2,9,B12.10xB12.1,F2,NA,5.5,11.5,NA
2_25,14_3,9,B12.10xB12.1,F2,NA,1.1,NA,NA
2_26,14_4,3,B12.10xB12.1,F2,2.343,20.7,10,0.167592426
2_27,14_5,3,B12.10xB12.1,F2,2.915,37.2,13.5,0.195879919
2_28,14_6,7,B12.10xB12.1,F2,NA,16,20.5,NA
2_29,15_1,6,B12.10xB12.1,F2,NA,13.8,17,NA
2_30,15_2,3,B12.10xB12.1,F2,1.881,30.7,18,0.214804546
2_33,15_3,3,B12.10xB12.1,F2,1.261,41,18.5,0.267820539
2_34,15_4,3,B12.10xB12.1,F2,1.781,42.4,13.5,0.243844104
2_35,15_5,7,B12.10xB12.1,F2,NA,17.1,9,NA
2_37,15_6,9,B12.10xB12.1,F2,NA,6.9,14,NA
2_38,16_1,3,B12.10xB12.1,F2,1.623,39.3,33,0.245149864
2_41,16_2,3,B12.10xB12.1,F2,1.737,39.9,10.5,0.241093603
2_43,16_3,5,B12.10xB12.1,F2,NA,2.4,NA,NA
2_44,16_4,5,B12.10xB12.1,F2,NA,NA,NA,NA
2_45,16_5,7,B12.10xB12.1,F2,NA,10.2,13.5,NA
2_46,16_6,3,B12.10xB12.1,F2,1.834,40.9,6.5,0.238817745
2_47,17_1,5,B12.10xB12.1,F2,NA,27,10,NA
2_50,17_2,7,B12.10xB12.1,F2,NA,11.7,8,NA
2_51,17_3,3,B12.10xB12.1,F2,3.385,55.9,14,0.215708498
2_52,17_4,7,B12.10xB12.1,F2,NA,6.7,7,NA
2_53,17_5,5,B12.10xB12.1,F2,NA,11.3,NA,NA
2_54,17_6,3,B12.10xB12.1,F2,2.225,24,8,0.182945917
2_55,18_1,3,B12.10xB12.1,F2,2.596,34.9,9,0.199885772
2_56,18_2,11,B12.10xB12.1,F2,NA,2.6,10.5,NA
2_57,18_3,4,B12.10xB12.1,F2,NA,10.2,20,NA
2_58,18_4,3,B12.10xB12.1,F2,2.528,19.8,14.5,0.158327189
2_59,18_5,4,B12.10xB12.1,F2,NA,20.2,12,NA
2_60,18_6,11,B12.10xB12.1,F2,NA,5.1,8,NA
2_61,19_1,3,B12.10xB12.1,F2,2.057,18.5,16,0.16896324
2_62,19_2,11,B12.10xB12.1,F2,NA,3,NA,NA
2_63,19_3,6,B12.10xB12.1,F2,NA,8.6,13,NA
2_64,19_4,3,B12.10xB12.1,F2,1.724,43.2,10.5,0.247784102
2_65,19_5,3,B12.10xB12.1,F2,NA,16.4,10.5,NA
2_66,19_6,3,B12.10xB12.1,F2,1.297,30.9,13.5,0.243900175
2_67,20_1,4,B12.10xB12.1,F2,NA,NA,13.5,NA
2_69,20_2,3,B12.10xB12.1,F2,1.327,NA,9.5,NA
2_70,20_3,6,B12.10xB12.1,F2,NA,NA,NA,NA
2_72,20_4,5,B12.10xB12.1,F2,NA,NA,12,NA
2_73,20_5,3,B12.10xB12.1,F2,1.784,NA,15,NA
2_74,20_6,3,B12.10xB12.1,F2,1.827,NA,15,NA
2_75,21_1,3,B12.10xB12.1,F2,2.272,NA,8,NA
2_76,21_2,6,B12.10xB12.1,F2,NA,NA,15,NA
2_77,21_3,5,B12.10xB12.1,F2,NA,NA,14.5,NA
2_78,21_4,3,B12.10xB12.1,F2,2.829,NA,17.5,NA
2_80,21_5,8,B12.10xB12.1,F2,NA,NA,12,NA
3_2,22_1,3,B12.1xB12.10,F2,NA,35.9,12.5,NA
3_3,22_2,3,B12.1xB12.10,F2,NA,38.6,10.5,NA
3_7,22_3,3,B12.1xB12.10,F2,1.405,31.8,11.5,0.239956076
3_10,22_4,4,B12.1xB12.10,F2,NA,25.9,12.5,NA
3_16,22_5,7,B12.1xB12.10,F2,NA,3.8,13,NA
3_18,22_6,5,B12.1xB12.10,F2,NA,15.4,20.5,NA
3_19,23_1,5,B12.1xB12.10,F2,NA,16,19.8,NA
3_20,23_2,5,B12.1xB12.10,F2,NA,8.4,15.8,NA
3_21,23_3,3,B12.1xB12.10,F2,1.672,19.8,11.1,0.190127802
3_22,23_4,3,B12.1xB12.10,F2,1.527,22.6,15,0.207280375
3_23,23_5,3,B12.1xB12.10,F2,NA,7,15.5,NA
3_24,23_6,3,B12.1xB12.10,F2,1.17,34.5,14.5,0.260304275
3_26,24_1,4,B12.1xB12.10,F2,NA,7.9,14,NA
3_27,24_2,3,B12.1xB12.10,F2,2.246,34.9,16,0.211025844
3_30,24_3,5,B12.1xB12.10,F2,NA,11.4,13,NA
3_31,24_4,11,B12.1xB12.10,F2,NA,2.5,9.5,NA
3_34,24_5,3,B12.1xB12.10,F2,NA,31.7,11.5,NA
3_35,24_6,3,B12.1xB12.10,F2,2.227,49.2,10.5,0.238095249
3_37,25_1,11,B12.1xB12.10,F2,NA,NA,14.5,NA
3_39,25_2,3,B12.1xB12.10,F2,NA,NA,22,NA
3_42,25_3,6,B12.1xB12.10,F2,NA,NA,22.5,NA
3_43,25_4,3,B12.1xB12.10,F2,NA,NA,15,NA
3_44,25_5,11,B12.1xB12.10,F2,NA,NA,16.5,NA
3_45,25_6,9,B12.1xB12.10,F2,NA,NA,16.5,NA
3_47,26_1,5,B12.1xB12.10,F2,NA,NA,11.6,NA
3_50,26_2,6,B12.1xB12.10,F2,NA,NA,12.1,NA
3_51,26_3,9,B12.1xB12.10,F2,NA,NA,13.6,NA
3_53,26_4,4,B12.1xB12.10,F2,NA,NA,14.5,NA
3_54,26_5,5,B12.1xB12.10,F2,NA,NA,14.6,NA
3_56,26_6,3,B12.1xB12.10,F2,1.717,NA,10.2,NA
3_57,27_1,3,B12.1xB12.10,F2,1.657,26.7,11.5,0.213819602
3_58,27_2,3,B12.1xB12.10,F2,2.051,23.4,11,0.187262196
3_61,27_3,4,B12.1xB12.10,F2,NA,10.9,NA,NA
3_62,27_4,6,B12.1xB12.10,F2,NA,9.7,14.5,NA
3_63,27_5,9,B12.1xB12.10,F2,NA,3.6,15.5,NA
3_65,27_6,4,B12.1xB12.10,F2,NA,11,11,NA
3_66,28_1,4,B12.1xB12.10,F2,NA,21.7,26.5,NA
3_68,28_2,4,B12.1xB12.10,F2,NA,44.4,15.5,NA
3_69,28_3,5,B12.1xB12.10,F2,NA,20.5,21,NA
3_71,28_4,3,B12.1xB12.10,F2,NA,41.9,28,NA
3_72,28_5,4,B12.1xB12.10,F2,NA,39.7,20,NA
3_74,28_6,5,B12.1xB12.10,F2,NA,9.2,13.5,NA
3_75,29_1,5,B12.1xB12.10,F2,NA,17,18,NA
3_77,29_2,3,B12.1xB12.10,F2,NA,31.5,20.5,NA
3_79,29_3,6,B12.1xB12.10,F2,NA,20,9.5,NA
4_3,29_4,3,B12.1xB12.10,F2,NA,21.7,16,NA
4_5,29_5,4,B12.1xB12.10,F2,NA,21.7,14,NA
4_7,29_6,3,B12.1xB12.10,F2,NA,30.3,20.5,NA
4_8,30_1,3,B12.1xB12.10,F2,1.654,43.9,4,0.252209056
4_9,30_2,7,B12.1xB12.10,F2,NA,7.9,20.5,NA
4_13,30_3,5,B12.1xB12.10,F2,NA,8.6,11,NA
4_14,30_4,6,B12.1xB12.10,F2,NA,9.2,6,NA
4_15,30_5,3,B12.1xB12.10,F2,2.103,31.3,9,0.207711785
4_17,30_6,3,B12.1xB12.10,F2,1.161,5.8,11.5,0.123736632
4_18,31_1,3,B12.1xB12.10,F2,1.742,14.9,13,0.165102103
4_19,31_2,4,B12.1xB12.10,F2,NA,13.9,18.5,NA
4_20,31_3,3,B12.1xB12.10,F2,NA,32.7,9.5,NA
4_22,31_4,3,B12.1xB12.10,F2,NA,12.7,12,NA
4_24,31_5,4,B12.1xB12.10,F2,NA,31,15.5,NA
4_26,31_6,11,B12.1xB12.10,F2,NA,3.1,NA,NA
4_27,32_1,3,B12.1xB12.10,F2,1.516,24.2,12,0.213098257
4_28,32_2,3,B12.1xB12.10,F2,NA,23.7,9.5,NA
4_29,32_3,5,B12.1xB12.10,F2,NA,10,NA,NA
4_30,32_4,7,B12.1xB12.10,F2,NA,7.1,NA,NA
4_32,32_5,3,B12.1xB12.10,F2,1.696,57.6,13,0.271173079
4_33,32_6,3,B12.1xB12.10,F2,1.616,18.2,13,0.186266741
4_34,33_1,3,B12.1xB12.10,F2,1.415,35.7,16,0.24830932
4_35,33_2,3,B12.1xB12.10,F2,1.022,32.8,15.5,0.26682054
4_38,33_3,6,B12.1xB12.10,F2,NA,9.5,8.5,NA
4_39,33_4,3,B12.1xB12.10,F2,1.585,56.9,12.5,0.275439303
4_41,33_5,3,B12.1xB12.10,F2,1.031,38.4,NA,0.278271404
4_42,33_6,3,B12.1xB12.10,F2,1.221,57.1,12.5,0.295779532
4_45,34_1,3,B12.1xB12.10,F2,NA,20.9,NA,NA
4_49,34_2,3,B12.1xB12.10,F2,NA,21.4,16,NA
4_54,34_3,3,B12.1xB12.10,F2,0.976,22.5,21.5,0.241369846
4_56,34_4,4,B12.1xB12.10,F2,NA,40.3,8,NA
4_57,34_5,3,B12.1xB12.10,F2,NA,12.9,10.5,NA
4_58,34_6,3,B12.1xB12.10,F2,1.406,14.2,20,0.17788409
4_60,35_1,3,B12.1xB12.10,F2,NA,42.7,10,NA
4_61,35_2,11,B12.1xB12.10,F2,NA,2.2,11.5,NA
4_64,35_3,7,B12.1xB12.10,F2,NA,12.1,16.5,NA
4_65,35_4,3,B12.1xB12.10,F2,1.681,22.1,10,0.198168366
4_68,35_5,4,B12.1xB12.10,F2,NA,34.7,NA,NA
4_70,35_6,3,B12.1xB12.10,F2,1.377,18.6,NA,0.200250335
4_71,36_1,11,B12.1xB12.10,F2,NA,2.2,12.7,NA
4_72,36_2,3,B12.1xB12.10,F2,1.857,40.9,13.5,0.23785906
4_73,36_3,4,B12.1xB12.10,F2,NA,21.2,9.8,NA
4_74,36_4,3,B12.1xB12.10,F2,2.006,37,13.7,0.224213479
4_75,37_1,4,B12.1xB12.10,F2,NA,24.5,27.5,NA
4_76,37_2,11,B12.1xB12.10,F2,NA,2.5,9,NA
4_78,37_3,5,B12.1xB12.10,F2,NA,16.9,12,NA
4_80,37_4,5,B12.1xB12.10,F2,NA,36.2,8,NA
5_1,72_1,4,B12.1xB12.11,F2,NA,34.1,10,NA
5_4,72_2,3,B12.1xB12.11,F2,1.506,29.1,17.5,0.22779085
5_5,72_3,4,B12.1xB12.11,F2,NA,17.2,12.5,NA
5_6,72_4,3,B12.1xB12.11,F2,0.861,23.8,12,0.255334335
5_7,72_5,3,B12.1xB12.11,F2,1.689,33,6,0.228643917
5_8,72_6,3,B12.1xB12.11,F2,1.852,49.5,8,0.252746656
5_9,71_1,4,B12.1xB12.11,F2,NA,8.8,NA,NA
5_12,71_2,10,B12.1xB12.11,F2,NA,4.2,8,NA
5_13,71_3,3,B12.1xB12.11,F2,NA,10.8,NA,NA
5_14,71_4,4,B12.1xB12.11,F2,NA,10.7,NA,NA
5_16,71_5,3,B12.1xB12.11,F2,1.28,55.3,12.5,0.289685602
5_18,71_6,3,B12.1xB12.11,F2,1.228,11.1,6,0.169350637
5_19,70_1,3,B12.1xB12.11,F2,1.153,10.3,6.5,0.168444358
5_20,70_2,3,B12.1xB12.11,F2,0.793,26.3,8.5,0.269346231
5_21,70_3,7,B12.1xB12.11,F2,NA,6.3,8,NA
5_22,70_4,7,B12.1xB12.11,F2,NA,4.7,NA,NA
5_23,70_5,3,B12.1xB12.11,F2,0.764,14.7,15.5,0.22746423
5_24,70_6,3,B12.1xB12.11,F2,NA,33.1,9,NA
5_25,69_1,4,B12.1xB12.11,F2,NA,9.8,NA,NA
5_26,69_2,6,B12.1xB12.11,F2,NA,6.3,NA,NA
5_28,69_3,3,B12.1xB12.11,F2,NA,36,6,NA
5_30,69_4,3,B12.1xB12.11,F2,1.567,27.9,9,0.22149721
5_31,69_5,4,B12.1xB12.11,F2,NA,28.1,11,NA
5_32,69_6,7,B12.1xB12.11,F2,NA,5.6,6,NA
5_35,68_1,3,B12.1xB12.11,F2,2.295,72.2,9.5,0.265285169
5_36,68_2,5,B12.1xB12.11,F2,NA,22,NA,NA
5_37,68_3,3,B12.1xB12.11,F2,NA,19.7,11,NA
5_38,68_4,3,B12.1xB12.11,F2,NA,34.1,15.5,NA
5_39,68_5,3,B12.1xB12.11,F2,1.118,53.7,9,0.297836279
5_40,68_6,3,B12.1xB12.11,F2,1.031,57.1,9,0.308790378
5_41,67_1,4,B12.1xB12.11,F2,NA,15.2,NA,NA
5_42,67_2,3,B12.1xB12.11,F2,1.137,23.1,10,0.231649185
5_43,67_3,3,B12.1xB12.11,F2,1.322,49.9,10.5,0.279298097
5_45,67_4,5,B12.1xB12.11,F2,NA,9.9,NA,NA
5_46,67_5,3,B12.1xB12.11,F2,NA,17.3,20,NA
5_47,67_6,3,B12.1xB12.11,F2,1.738,36,NA,0.233137224
5_48,66_1,5,B12.1xB12.11,F2,NA,25.8,10.5,NA
5_49,66_2,4,B12.1xB12.11,F2,NA,8.3,12,NA
5_50,66_3,3,B12.1xB12.11,F2,1.992,18,9,0.169325585
5_51,66_4,3,B12.1xB12.11,F2,1.097,20.7,6.5,0.225965732
5_52,66_5,3,B12.1xB12.11,F2,1.404,46,11,0.26840893
5_53,66_6,5,B12.1xB12.11,F2,NA,9.2,11.5,NA
5_55,65_1,3,B12.1xB12.11,F2,0.531,21.6,8.5,0.285052813
5_58,65_2,3,B12.1xB12.11,F2,1.258,10.9,10.5,0.166095356
5_59,65_3,3,B12.1xB12.11,F2,NA,14,NA,NA
5_60,65_4,8,B12.1xB12.11,F2,NA,4.8,10,NA
5_61,65_5,3,B12.1xB12.11,F2,1.615,18.8,13.5,0.188809378
5_62,65_6,3,B12.1xB12.11,F2,NA,10.8,8,NA
5_63,64_1,3,B12.1xB12.11,F2,NA,31.8,17.5,NA
5_64,64_2,3,B12.1xB12.11,F2,1.354,48,11.5,0.274472141
5_65,64_3,3,B12.1xB12.11,F2,NA,19.7,10,NA
5_66,64_4,4,B12.1xB12.11,F2,NA,9.4,7.5,NA
5_67,64_5,3,B12.1xB12.11,F2,1.677,46.6,11.5,0.255738004
5_68,64_6,4,B12.1xB12.11,F2,NA,52.9,13,NA
5_69,63_1,4,B12.1xB12.11,F2,2.197,14.2,8.5,0.143549936
5_70,63_2,3,B12.1xB12.11,F2,NA,35.4,9,NA
5_74,63_3,5,B12.1xB12.11,F2,NA,13.9,13.5,NA
5_75,63_4,3,B12.1xB12.11,F2,1.336,41.1,14.5,0.263563696
5_76,62_1,3,B12.1xB12.11,F2,1.152,60.7,8.5,0.304957241
5_77,62_2,5,B12.1xB12.11,F2,NA,14.8,7,NA
5_78,62_3,3,B12.1xB12.11,F2,1.156,38.9,NA,0.270463729
5_79,62_4,3,B12.1xB12.11,F2,1.555,52.2,14.5,0.270277458
6_1,61_1,5,B12.11xB12.1,F2,NA,8.9,9.5,NA
6_2,61_2,3,B12.11xB12.1,F2,1.769,49,16,0.25549276
6_4,61_3,5,B12.11xB12.1,F2,NA,15.9,11,NA
6_5,61_4,4,B12.11xB12.1,F2,NA,17.2,6.5,NA
6_6,61_5,4,B12.11xB12.1,F2,NA,34.2,15.5,NA
6_9,61_6,8,B12.11xB12.1,F2,NA,3.9,12.5,NA
6_10,60_1,4,B12.11xB12.1,F2,NA,16.1,13.5,NA
6_11,60_2,3,B12.11xB12.1,F2,0.824,42.1,13,0.302587115
6_12,60_3,6,B12.11xB12.1,F2,NA,15.3,7,NA
6_15,60_4,8,B12.11xB12.1,F2,NA,4.1,17,NA
6_16,60_5,6,B12.11xB12.1,F2,NA,16,16.5,NA
6_17,59_1,3,B12.11xB12.1,F2,1.748,10.8,16,0.140082604
6_18,59_2,3,B12.11xB12.1,F2,NA,9.4,11,NA
6_19,59_3,3,B12.11xB12.1,F2,NA,28.9,10,NA
6_20,59_4,4,B12.11xB12.1,F2,NA,19,14.5,NA
6_21,58_1,3,B12.1xB12.11,F2,1.228,8.5,10.5,0.148821487
6_22,58_2,4,B12.1xB12.11,F2,NA,6.3,21,NA
6_23,58_3,3,B12.1xB12.11,F2,0.728,13.1,17,0.222312805
6_25,58_4,3,B12.1xB12.11,F2,1.177,7.1,9.5,0.138240458
6_26,58_5,4,B12.1xB12.11,F2,NA,14,11,NA
6_27,58_6,3,B12.1xB12.11,F2,1.722,29.1,11.5,0.217480905
6_28,57_1,6,B12.1xB12.11,F2,NA,16.8,11,NA
6_29,57_2,4,B12.1xB12.11,F2,NA,4.7,8,NA
6_30,57_3,3,B12.1xB12.11,F2,NA,5.8,NA,NA
6_32,57_4,4,B12.1xB12.11,F2,NA,19.4,18,NA
6_34,57_5,3,B12.1xB12.11,F2,0.869,33.1,9,0.279995803
6_35,57_6,4,B12.1xB12.11,F2,NA,15.1,7.5,NA
6_36,56_1,4,B12.1xB12.11,F2,1.271,47.5,7,0.278532748
6_37,56_2,3,B12.1xB12.11,F2,NA,27,6.5,NA
6_40,56_3,5,B12.1xB12.11,F2,NA,10.8,4.5,NA
6_41,56_4,3,B12.1xB12.11,F2,1.112,13.3,11.5,0.190892603
6_42,56_5,3,B12.1xB12.11,F2,1.509,23.7,8.5,0.211848298
6_44,56_6,3,B12.1xB12.11,F2,1.719,55.3,7.5,0.267002322
6_45,55_1,3,B12.1xB12.11,F2,1.565,12.8,11.5,0.161658411
6_46,55_2,3,B12.1xB12.11,F2,1.792,26,11,0.205751094
6_47,55_3,3,B12.1xB12.11,F2,1.665,32.6,10.5,0.228806705
6_49,55_4,4,B12.1xB12.11,F2,NA,7,NA,NA
6_50,55_5,6,B12.1xB12.11,F2,NA,9.3,8,NA
6_51,55_6,3,B12.1xB12.11,F2,2.074,46.3,9,0.238897142
6_52,54_1,5,B12.1xB12.11,F2,NA,19.6,8.5,NA
6_53,54_2,3,B12.1xB12.11,F2,1.225,10.9,7,0.16814015
6_54,54_3,3,B12.1xB12.11,F2,1.282,14.1,9,0.184442572
6_55,54_4,5,B12.1xB12.11,F2,NA,17.9,11.5,NA
6_56,54_5,3,B12.1xB12.11,F2,1.851,49.4,8.5,0.252632645
6_57,54_6,4,B12.1xB12.11,F2,NA,8.8,7.5,NA
6_58,53_1,3,B12.1xB12.11,F2,1.878,7.4,12,0.105482509
6_59,53_2,3,B12.1xB12.11,F2,1.469,18.9,11.5,0.196506156
6_60,53_3,4,B12.1xB12.11,F2,1.359,44.6,6,0.268537286
6_61,53_4,3,B12.1xB12.11,F2,1.239,15.6,11.5,0.194843562
6_62,53_5,3,B12.1xB12.11,F2,NA,9.6,14.5,NA
6_63,53_6,3,B12.1xB12.11,F2,0.864,10.2,15,0.189890018
6_64,52_1,4,B12.1xB12.11,F2,NA,NA,6,NA
6_65,52_2,3,B12.1xB12.11,F2,1.191,NA,7.5,NA
6_66,52_3,5,B12.1xB12.11,F2,NA,NA,20,NA
6_67,52_4,5,B12.1xB12.11,F2,NA,NA,20.5,NA
6_68,52_5,3,B12.1xB12.11,F2,2.141,NA,9.5,NA
6_69,52_6,3,B12.1xB12.11,F2,1.835,NA,7.5,NA
6_70,51_1,3,B12.1xB12.11,F2,1.561,16,10,0.17902016
6_71,51_2,3,B12.1xB12.11,F2,1.518,26.2,12.5,0.219105056
6_72,51_3,3,B12.1xB12.11,F2,2.002,47.4,11,0.243421196
6_73,51_4,3,B12.1xB12.11,F2,1.618,15.7,14.5,0.174805376
6_74,51_5,4,B12.1xB12.11,F2,NA,27.7,11.5,NA
6_75,50_1,3,B12.1xB12.11,F2,NA,44.3,9,NA
6_76,50_2,4,B12.1xB12.11,F2,NA,39.5,18.5,NA
6_78,50_3,3,B12.1xB12.11,F2,1.644,47.4,7,0.258576149
6_79,50_4,4,B12.1xB12.11,F2,NA,34.4,17,NA
6_80,50_5,9,B12.1xB12.11,F2,NA,9.1,9,NA
7_1,38_1,3,B12.11xB12.1,F2,2.427,37.2,10.9,0.209973295
7_2,38_2,3,B12.11xB12.1,F2,1.149,36,11.7,0.264971303
7_3,38_3,3,B12.11xB12.1,F2,1.203,43.3,12.2,0.275641092
7_4,38_4,3,B12.11xB12.1,F2,1.447,62.6,9.2,0.289790218
7_5,38_5,3,B12.11xB12.1,F2,1.994,23.5,9.7,0.189758288
7_9,38_6,3,B12.11xB12.1,F2,2.023,22.6,8.9,0.185643719
7_11,39_1,5,B12.11xB12.1,F2,NA,18.5,10.5,NA
7_12,39_2,6,B12.11xB12.1,F2,NA,14.3,14.6,NA
7_13,39_3,5,B12.11xB12.1,F2,NA,7.9,NA,NA
7_14,39_4,11,B12.11xB12.1,F2,NA,6.2,12.8,NA
7_16,39_5,3,B12.11xB12.1,F2,1.099,58.9,19.4,0.306264647
7_17,39_6,4,B12.11xB12.1,F2,NA,2.6,NA,NA
7_18,40_1,3,B12.11xB12.1,F2,2.221,20,18,0.169059595
7_19,40_2,3,B12.11xB12.1,F2,1.22,22.5,14.5,0.224204958
7_20,40_3,7,B12.11xB12.1,F2,NA,14.5,14,NA
7_21,40_4,7,B12.11xB12.1,F2,NA,5.3,NA,NA
7_22,40_5,5,B12.11xB12.1,F2,NA,6,NA,NA
7_23,40_6,3,B12.11xB12.1,F2,NA,15.7,NA,NA
7_26,41_1,4,B12.11xB12.1,F2,NA,7.2,NA,NA
7_27,41_2,5,B12.11xB12.1,F2,NA,13.9,6.5,NA
7_30,41_3,4,B12.11xB12.1,F2,NA,15.4,14,NA
7_31,41_4,4,B12.11xB12.1,F2,NA,24.4,9,NA
7_32,41_5,3,B12.11xB12.1,F2,1.818,56.1,10.5,0.263799909
7_33,41_6,4,B12.11xB12.1,F2,NA,9.5,6.5,NA
7_34,42_1,3,B12.11xB12.1,F2,1.789,25,9.5,0.202863002
7_35,42_2,8,B12.11xB12.1,F2,NA,NA,7.5,NA
7_36,42_3,4,B12.11xB12.1,F2,NA,31.5,10.5,NA
7_37,42_4,3,B12.11xB12.1,F2,1.462,13.1,7,0.168677451
